Year,Month,Median,2.5 Percentile,97.5 Percentile
1981.0,8.0,90.84,74.91,107.85
1981.0,9.0,101.85,85.22,119.42
1981.0,10.0,97.99,80.09,115.85
1981.0,11.0,54.14,38.31,70.6
1981.0,12.0,42.67,28.55,57.52
1982.0,1.0,88.9,73.3,106.2
1982.0,2.0,24.87,15.14,37.34
1982.0,3.0,77.26,61.24,94.43
1982.0,4.0,70.1,54.37,87.0
1982.0,5.0,64.05,47.94,80.41
1982.0,6.0,68.26,52.48,85.43
1982.0,7.0,87.14,70.55,103.63
1982.0,8.0,75.45,59.52,90.99
1982.0,9.0,91.43,74.54,108.57
1982.0,10.0,89.89,73.06,107.39
1982.0,11.0,99.86,81.75,117.18
1982.0,12.0,97.81,80.94,115.98
1983.0,1.0,40.33,26.14,54.7
1983.0,2.0,34.44,23.07,48.67
1983.0,3.0,63.78,46.4,79.35
1983.0,4.0,74.97,58.43,92.69
1983.0,5.0,154.67,137.87,170.55
1983.0,6.0,53.75,38.73,70.88
1983.0,7.0,50.35,36.95,65.33
1983.0,8.0,76.2,60.86,91.56
1983.0,9.0,88.12,70.83,106.16
1983.0,10.0,89.1,72.47,106.79
1983.0,11.0,83.71,66.93,101.87
1983.0,12.0,79.78,62.24,97.89
1984.0,1.0,50.04,35.12,65.81
1984.0,2.0,43.65,29.11,58.6
1984.0,3.0,38.53,22.53,54.53
1984.0,4.0,63.77,48.14,79.98
1984.0,5.0,93.71,77.9,110.42
1984.0,6.0,100.34,83.0,116.44
1984.0,7.0,66.55,50.62,82.6
1984.0,8.0,86.4,71.1,102.28
1984.0,9.0,102.68,84.98,120.29
1984.0,10.0,103.27,84.36,121.29
1984.0,11.0,79.95,63.42,98.63
1984.0,12.0,90.11,73.26,107.45
1985.0,1.0,73.52,57.66,90.06
1985.0,2.0,89.92,72.59,105.82
1985.0,3.0,95.3,78.12,112.03
1985.0,4.0,103.41,86.82,120.68
1985.0,5.0,73.39,56.38,89.97
1985.0,6.0,42.36,27.64,59.16
1985.0,7.0,72.28,57.05,89.23
1985.0,8.0,111.35,94.02,128.89
1985.0,9.0,103.7,85.21,119.9
1985.0,10.0,99.24,80.19,117.43
1985.0,11.0,131.31,113.05,149.43
1985.0,12.0,81.55,65.16,98.89
1986.0,1.0,50.38,34.81,66.54
1986.0,2.0,43.68,29.59,58.04
1986.0,3.0,69.6,51.84,86.14
1986.0,4.0,45.05,29.3,60.85
1986.0,5.0,70.04,53.57,87.13
1986.0,6.0,89.99,74.07,107.95
1986.0,7.0,110.52,93.64,127.59
1986.0,8.0,68.96,53.25,85.23
1986.0,9.0,214.96,197.44,233.03
1986.0,10.0,101.99,83.78,119.13
1986.0,11.0,35.64,21.22,51.15
1986.0,12.0,34.96,22.17,49.51
1987.0,1.0,40.21,25.84,56.64
1987.0,2.0,26.55,15.37,39.52
1987.0,3.0,25.25,11.47,41.56
1987.0,4.0,52.72,36.62,69.44
1987.0,5.0,59.41,42.7,77.3
1987.0,6.0,68.23,50.72,86.01
1987.0,7.0,51.22,35.45,66.18
1987.0,8.0,125.25,107.67,143.45
1987.0,9.0,79.49,60.23,97.26
1987.0,10.0,77.78,59.14,96.65
1987.0,11.0,77.24,58.75,94.72
1987.0,12.0,77.64,59.52,95.96
1988.0,1.0,58.47,43.74,73.05
1988.0,2.0,48.48,34.19,63.04
1988.0,3.0,44.26,30.92,59.83
1988.0,4.0,72.05,58.27,85.59
1988.0,5.0,26.46,16.05,39.28
1988.0,6.0,21.56,12.69,33.1
1988.0,7.0,58.19,44.65,72.27
1988.0,8.0,84.52,68.95,100.71
1988.0,9.0,82.78,65.36,99.93
1988.0,10.0,101.32,83.78,119.1
1988.0,11.0,120.1,102.89,135.85
1988.0,12.0,65.02,50.09,80.6
1989.0,1.0,39.36,27.33,53.39
1989.0,2.0,24.72,13.45,36.95
1989.0,3.0,71.95,57.14,87.61
1989.0,4.0,44.34,32.83,56.98
1989.0,5.0,73.77,59.93,88.3
1989.0,6.0,89.0,74.16,104.79
1989.0,7.0,43.99,32.41,57.41
1989.0,8.0,59.95,46.84,75.49
1989.0,9.0,45.7,29.84,60.98
1989.0,10.0,57.38,41.78,73.97
1989.0,11.0,77.98,62.91,93.71
1989.0,12.0,55.87,41.56,70.58
1990.0,1.0,65.84,50.69,78.79
1990.0,2.0,45.24,31.61,59.05
1990.0,3.0,64.14,49.68,78.64
1990.0,4.0,44.71,32.67,56.98
1990.0,5.0,104.27,90.27,118.42
1990.0,6.0,129.24,114.89,143.95
1990.0,7.0,78.55,65.04,93.45
1990.0,8.0,80.51,65.76,97.52
1990.0,9.0,95.11,78.02,111.72
1990.0,10.0,91.09,74.35,106.72
1990.0,11.0,102.58,86.33,118.29
1990.0,12.0,78.46,63.41,93.83
1991.0,1.0,42.97,29.39,57.04
1991.0,2.0,29.16,17.05,42.81
1991.0,3.0,98.74,83.01,112.43
1991.0,4.0,103.57,89.73,118.49
1991.0,5.0,92.97,78.92,107.54
1991.0,6.0,33.35,21.54,46.52
1991.0,7.0,85.55,70.61,100.6
1991.0,8.0,43.8,30.68,59.53
1991.0,9.0,70.29,53.08,87.35
1991.0,10.0,128.96,113.8,146.62
1991.0,11.0,76.11,61.62,92.04
1991.0,12.0,67.89,53.57,82.52
1992.0,1.0,55.82,41.61,70.68
1992.0,2.0,46.42,33.05,61.48
1992.0,3.0,53.2,38.7,68.03
1992.0,4.0,76.12,63.05,89.43
1992.0,5.0,26.13,15.53,38.02
1992.0,6.0,46.81,33.26,61.77
1992.0,7.0,97.02,82.68,112.34
1992.0,8.0,93.65,78.63,109.56
1992.0,9.0,120.82,103.29,139.18
1992.0,10.0,59.04,42.87,75.31
1992.0,11.0,137.73,122.19,154.17
1992.0,12.0,66.44,51.62,80.6
1993.0,1.0,67.22,52.88,81.92
1993.0,2.0,28.05,16.93,40.9
1993.0,3.0,30.8,17.7,45.22
1993.0,4.0,116.69,102.43,130.91
1993.0,5.0,77.55,63.37,91.09
1993.0,6.0,139.67,123.78,156.45
1993.0,7.0,79.07,64.79,95.05
1993.0,8.0,92.21,76.8,107.26
1993.0,9.0,99.32,82.64,116.71
1993.0,10.0,56.68,40.64,72.68
1993.0,11.0,63.09,48.21,78.9
1993.0,12.0,52.13,38.82,65.85
1994.0,1.0,62.34,48.44,77.16
1994.0,2.0,51.35,37.43,65.47
1994.0,3.0,47.9,32.75,63.31
1994.0,4.0,60.71,47.29,74.28
1994.0,5.0,48.46,35.26,62.39
1994.0,6.0,82.43,67.8,96.14
1994.0,7.0,113.45,99.06,128.39
1994.0,8.0,109.12,93.75,124.84
1994.0,9.0,72.82,55.91,90.07
1994.0,10.0,38.35,23.55,53.92
1994.0,11.0,79.89,64.67,95.29
1994.0,12.0,34.44,23.47,46.4
1995.0,1.0,66.4,51.99,81.94
1995.0,2.0,19.0,9.1,30.48
1995.0,3.0,46.9,32.63,62.16
1995.0,4.0,76.91,62.9,90.6
1995.0,5.0,82.86,68.4,96.4
1995.0,6.0,48.14,34.04,63.01
1995.0,7.0,80.28,65.78,94.22
1995.0,8.0,98.23,83.2,113.62
1995.0,9.0,58.68,43.19,73.64
1995.0,10.0,83.88,67.83,101.1
1995.0,11.0,111.9,96.63,126.4
1995.0,12.0,64.31,49.85,78.97
1996.0,1.0,72.45,56.94,87.1
1996.0,2.0,49.63,34.5,64.7
1996.0,3.0,29.91,16.97,44.18
1996.0,4.0,109.4,95.81,124.7
1996.0,5.0,77.97,64.55,91.86
1996.0,6.0,126.37,111.62,141.55
1996.0,7.0,92.67,77.54,107.79
1996.0,8.0,53.4,39.94,70.02
1996.0,9.0,116.23,99.96,133.05
1996.0,10.0,76.83,60.99,93.37
1996.0,11.0,57.76,42.72,72.27
1996.0,12.0,92.39,78.29,106.4
1997.0,1.0,92.26,77.47,107.73
1997.0,2.0,86.18,71.21,102.5
1997.0,3.0,56.26,41.12,70.75
1997.0,4.0,44.45,32.52,56.65
1997.0,5.0,73.05,59.24,87.95
1997.0,6.0,69.25,54.5,82.95
1997.0,7.0,79.06,65.48,92.97
1997.0,8.0,96.49,79.99,112.65
1997.0,9.0,69.18,52.81,85.27
1997.0,10.0,39.41,24.78,56.13
1997.0,11.0,43.73,30.23,57.74
1997.0,12.0,44.51,31.61,57.67
1998.0,1.0,78.02,62.76,93.53
1998.0,2.0,22.28,11.05,34.95
1998.0,3.0,129.17,113.6,144.69
1998.0,4.0,54.46,41.95,67.54
1998.0,5.0,46.91,33.88,59.88
1998.0,6.0,59.71,45.43,75.46
1998.0,7.0,32.25,21.55,43.36
1998.0,8.0,73.06,58.55,87.79
1998.0,9.0,53.93,38.08,70.76
1998.0,10.0,44.71,29.53,60.66
1998.0,11.0,63.52,48.26,77.85
1998.0,12.0,46.55,33.16,59.65
1999.0,1.0,92.01,77.82,107.4
1999.0,2.0,28.68,16.31,41.57
1999.0,3.0,19.94,9.99,31.55
1999.0,4.0,52.55,40.29,66.14
1999.0,5.0,59.23,44.69,73.33
1999.0,6.0,77.9,63.03,92.67
1999.0,7.0,98.53,83.42,112.56
1999.0,8.0,44.71,30.82,58.64
1999.0,9.0,65.09,50.26,81.44
1999.0,10.0,28.48,14.93,43.41
1999.0,11.0,39.33,26.7,52.12
1999.0,12.0,71.65,56.83,85.67
2000.0,1.0,39.46,26.36,52.37
2000.0,2.0,37.74,24.34,51.34
2000.0,3.0,33.27,20.37,46.92
2000.0,4.0,53.66,40.67,66.79
2000.0,5.0,106.38,91.13,121.15
2000.0,6.0,95.51,81.38,111.28
2000.0,7.0,76.55,61.81,91.04
2000.0,8.0,80.6,64.79,95.83
2000.0,9.0,99.77,82.01,116.16
2000.0,10.0,23.83,11.75,38.84
2000.0,11.0,70.06,55.0,85.39
2000.0,12.0,86.5,71.42,101.32
2001.0,1.0,47.45,33.72,61.88
2001.0,2.0,71.41,56.63,85.08
2001.0,3.0,28.85,17.11,40.9
2001.0,4.0,60.24,48.39,72.39
2001.0,5.0,96.84,83.14,111.46
2001.0,6.0,61.73,46.1,75.7
2001.0,7.0,36.71,25.33,49.13
2001.0,8.0,89.26,74.29,104.04
2001.0,9.0,135.99,120.3,152.84
2001.0,10.0,135.24,119.33,151.33
2001.0,11.0,57.17,42.43,70.57
2001.0,12.0,55.73,42.51,69.49
2002.0,1.0,27.31,18.49,37.25
2002.0,2.0,51.77,40.42,63.07
2002.0,3.0,74.0,61.57,85.05
2002.0,4.0,87.43,76.36,98.82
2002.0,5.0,79.91,68.38,91.76
2002.0,6.0,86.06,73.78,98.09
2002.0,7.0,65.65,54.96,77.03
2002.0,8.0,79.35,67.38,90.91
2002.0,9.0,46.51,35.03,59.08
2002.0,10.0,53.38,39.62,65.49
2002.0,11.0,40.52,30.79,51.67
2002.0,12.0,41.06,30.48,51.18
2003.0,1.0,27.3,17.85,37.77
2003.0,2.0,22.61,12.64,33.36
2003.0,3.0,53.34,41.39,64.91
2003.0,4.0,66.01,55.94,76.51
2003.0,5.0,86.94,76.05,98.01
2003.0,6.0,60.23,48.9,72.72
2003.0,7.0,86.71,74.73,97.88
2003.0,8.0,50.3,39.7,62.19
2003.0,9.0,71.41,57.39,84.6
2003.0,10.0,54.79,42.53,68.05
2003.0,11.0,124.82,112.73,137.64
2003.0,12.0,54.4,43.73,64.54
2004.0,1.0,56.9,44.57,68.83
2004.0,2.0,29.46,18.89,40.73
2004.0,3.0,88.29,76.08,100.15
2004.0,4.0,51.94,42.06,63.01
2004.0,5.0,157.29,145.4,168.93
2004.0,6.0,74.93,63.95,87.44
2004.0,7.0,71.95,61.22,82.82
2004.0,8.0,69.43,57.72,82.19
2004.0,9.0,26.51,15.02,38.39
2004.0,10.0,75.21,63.15,87.44
2004.0,11.0,57.99,47.04,70.64
2004.0,12.0,91.44,80.07,103.54
2005.0,1.0,72.59,61.7,85.28
