Year,Month,Median,2.5 Percentile,97.5 Percentile
1997.0,4.0,76.22,57.86,93.64
1997.0,5.0,112.74,96.3,130.19
1997.0,6.0,84.05,67.16,100.94
1997.0,7.0,29.98,20.76,42.21
1997.0,8.0,27.44,16.16,40.5
1997.0,9.0,37.18,22.02,53.15
1997.0,10.0,24.44,10.78,40.08
1997.0,11.0,48.86,32.62,65.54
1997.0,12.0,69.84,53.11,88.08
1998.0,1.0,144.93,125.21,165.21
1998.0,2.0,100.46,82.84,118.41
1998.0,3.0,129.23,110.79,147.42
1998.0,4.0,129.64,112.5,146.74
1998.0,5.0,54.51,40.06,71.05
1998.0,6.0,33.81,22.39,46.67
1998.0,7.0,29.34,19.61,41.12
1998.0,8.0,39.53,24.41,53.65
1998.0,9.0,18.22,9.18,30.65
1998.0,10.0,17.15,6.73,30.69
1998.0,11.0,24.31,13.57,36.77
1998.0,12.0,31.13,17.8,45.45
1999.0,1.0,87.68,69.75,107.89
1999.0,2.0,70.73,53.51,87.46
1999.0,3.0,81.89,64.93,98.86
1999.0,4.0,109.66,91.08,128.35
1999.0,5.0,45.66,33.17,60.4
1999.0,6.0,31.54,20.95,44.69
1999.0,7.0,23.14,15.38,33.95
1999.0,8.0,17.09,10.37,26.57
1999.0,9.0,17.11,8.43,28.59
1999.0,10.0,28.22,13.42,43.86
1999.0,11.0,42.47,27.03,58.82
1999.0,12.0,54.58,37.66,72.03
2000.0,1.0,34.5,18.56,50.37
2000.0,2.0,61.52,45.37,79.6
2000.0,3.0,61.91,46.63,77.8
2000.0,4.0,101.54,83.51,118.32
2000.0,5.0,84.71,67.47,102.69
2000.0,6.0,81.08,63.88,97.5
2000.0,7.0,34.87,23.6,48.54
2000.0,8.0,28.54,17.23,43.58
2000.0,9.0,37.56,22.88,54.21
2000.0,10.0,32.19,15.59,48.37
2000.0,11.0,39.23,24.66,56.43
2000.0,12.0,43.66,28.42,59.86
2001.0,1.0,26.82,14.55,40.99
2001.0,2.0,124.95,109.04,140.21
2001.0,3.0,78.16,62.54,92.51
2001.0,4.0,93.28,77.61,108.83
2001.0,5.0,58.34,43.38,73.78
2001.0,6.0,34.08,24.28,46.88
2001.0,7.0,20.84,14.09,30.02
2001.0,8.0,18.04,11.12,26.95
2001.0,9.0,27.86,15.24,41.05
2001.0,10.0,83.45,68.02,99.25
2001.0,11.0,42.26,28.04,57.19
2001.0,12.0,103.86,87.71,121.65
2002.0,1.0,59.57,43.91,77.91
2002.0,2.0,107.78,91.24,123.29
2002.0,3.0,97.65,81.33,114.34
2002.0,4.0,141.84,124.81,158.64
2002.0,5.0,101.67,87.04,116.57
2002.0,6.0,40.04,27.75,53.75
2002.0,7.0,22.14,14.85,31.4
2002.0,8.0,17.93,10.58,27.28
2002.0,9.0,25.25,13.22,37.37
2002.0,10.0,16.85,7.13,29.63
2002.0,11.0,44.14,29.7,60.05
2002.0,12.0,51.62,36.99,68.03
2003.0,1.0,33.81,19.27,50.6
2003.0,2.0,38.18,23.9,52.46
2003.0,3.0,99.9,83.72,116.1
2003.0,4.0,96.97,82.21,113.42
2003.0,5.0,110.76,95.62,125.79
2003.0,6.0,44.35,32.36,57.28
2003.0,7.0,47.21,33.79,59.98
2003.0,8.0,27.76,17.81,41.11
2003.0,9.0,41.84,27.99,57.7
2003.0,10.0,50.0,35.04,65.53
2003.0,11.0,64.72,47.55,80.27
2003.0,12.0,113.46,97.27,130.08
2004.0,1.0,68.3,52.75,86.19
2004.0,2.0,53.31,37.96,68.19
2004.0,3.0,123.28,107.11,139.18
2004.0,4.0,85.64,69.2,100.84
2004.0,5.0,106.55,89.62,121.35
2004.0,6.0,77.88,63.14,93.16
2004.0,7.0,29.19,19.3,40.57
2004.0,8.0,28.06,17.91,40.41
2004.0,9.0,38.13,24.48,52.29
2004.0,10.0,22.04,10.6,37.7
2004.0,11.0,60.56,45.43,75.95
2004.0,12.0,92.02,77.38,108.67
2005.0,1.0,212.6,195.76,230.21
