model	year_month	superior_evaporation	superior_precipitation	superior_runoff	erie_evaporation	erie_precipitation	erie_runoff	ontario_evaporation	ontario_precipitation	ontario_runoff	michigan-huron_evaporation	michigan-huron_precipitation	michigan-huron_runoff	superior_cnbs	erie_cnbs	ontario_cnbs	michigan-huron_cnbs	superior_evaporation_obs	superior_precipitation_obs	superior_runoff_obs	erie_evaporation_obs	erie_precipitation_obs	erie_runoff_obs	ontario_evaporation_obs	ontario_precipitation_obs	ontario_runoff_obs	michigan-huron_evaporation_obs	michigan-huron_precipitation_obs	michigan-huron_runoff_obs	superior_cnbs_obs	michigan-huron_cnbs_obs	erie_cnbs_obs	ontario_cnbs_obs
GP	2013-02	39.234955291580825	18.974882285266723	26.524484949965075	2.9950923536683263	28.058793574899468	62.27258811333776	40.85454382469049	26.641664065700894	106.7031139974266	30.610193490626894	20.92730391910282	44.65486627734997	6.762493422004237	88.91886531987893	93.06164563381684	34.98383597759036	64.49	44.71	24.4	13.030083	67.82	94.89	71.81864	86.8	161.8	45.526188	65.61	60.8	110.0	4010.0	1970.0	1550.0
GP	2013-03	42.17177448942556	22.78025529473345	34.76721998720667	16.878228281796495	37.95735315224402	80.6145483783441	42.32991755565267	33.15725134369849	142.7902712096227	36.20441906564165	27.276489460897764	57.16031278634599	16.10654700387355	104.2721083627317	133.85254547178064	46.88555645367681	50.481	50.68	22.5	26.512244	46.61	96.74	44.42215	32.4	180.2	42.093333	48.6	67.5	850.0	3830.0	810.0	1270.0
GP	2013-04	38.51243208613448	39.488367240265994	54.23123876565111	43.60760505561109	53.332751835179295	86.4670229615154	42.72078826040401	41.62979569293032	162.1234879859243	36.443402755953926	43.23371931744633	76.91026645148602	55.660802961088265	95.87414288436631	161.27872895471776	83.77958040198808	18.341	106.08	50.1	7.101865	101.88	151.61	26.80652	93.7	240.1	5.507182	140.66	156.3	4010.0	13910.0	2750.0	2550.0
GP	2013-05	29.20074081493202	55.12545640919715	59.83022895938474	72.04383253040571	66.25777101231029	68.10609037389239	47.10230922455841	49.07463650324043	130.04353286843528	31.924847040436045	59.212329690030536	74.5039842417564	85.16594214947753	62.368017218679235	130.82321381389588	102.49586777226568	-1.4767	111.23	150.3	33.368002	70.43	58.63	31.44098	66.2	143.1	2.547868	83.87	126.9	8740.0	9040.0	800.0	1240.0
GP	2013-06	20.742660949194164	68.30678497372534	49.78299120936963	86.35018790092752	72.57160640622973	44.11110791858795	50.348565736609125	52.5348327876492	83.37264813831415	28.097560286935863	74.07584344911507	56.204009951700044	97.2941916702718	30.457994465176327	85.43834725876346	101.45798201671099	-4.6283	85.57	78.9	21.803632	160.42	84.44	28.59155	134.0	178.3	5.688137	78.39	76.9	4870.0	6100.0	2520.0	2380.0
GP	2013-07	17.42601433510574	66.18835122899934	41.2822408157885	89.49508172151114	72.14776750057177	30.145533401576813	51.883502533714584	49.52529718895265	62.440771772651956	27.467324393861983	71.58666097108619	45.32236983290722	90.17718347821369	13.11379225081454	59.502403186149635	89.70414951992854	-2.91	146.85	55.0	81.130575	130.62	71.86	65.96803	70.2	96.9	23.037247	77.47	51.5	5670.0	3080.0	1190.0	820.0
GP	2013-08	19.80100864834005	71.09917941495401	43.12474847440317	90.82047077980178	69.7678663258315	27.83965479387802	52.49018514216769	51.2559151810842	64.68122863713386	28.407247409837694	71.63838404963587	44.938160358444705	93.99244739733956	7.083354583220878	62.04188169595729	87.77051840104821	0.55285	94.39	45.1	101.976997	75.54	26.18	67.29192	82.0	48.8	36.990654	78.2	37.3	3820.0	1830.0	-120.0	230.0
GP	2013-09	33.58252706837098	73.52419311891742	51.65731942593469	92.61066485058264	66.06301520905556	37.13216387013752	52.27884089069347	53.18499882969927	89.46573561496632	37.149498773864224	69.39193771185467	55.481719138504054	90.4440436454326	9.38028609797562	90.94586237048563	87.68435799619753	44.838	79.88	45.1	157.768064	72.15	24.06	90.04531	65.7	52.5	68.814249	64.54	36.7	2050.0	-530.0	-870.0	30.0
GP	2013-10	50.8754085689422	51.59713264605193	51.052664140285884	84.04715712614326	58.97129190499276	56.710974374691205	54.08158177485428	53.10755347127434	129.33525362370997	49.326067661067526	53.638884063103774	65.2410907861157	51.069853453956334	28.829021590743817	127.75100400099345	69.13546432084618	71.362	77.84	47.4	167.509768	104.2	50.14	78.24731	93.6	87.9	79.80995	97.21	46.3	1380.0	830.0	-80.0	600.0
GP	2013-11	58.18596652290313	33.8083726868895	41.63160625637839	55.7147192656016	49.48467575588921	76.42673122969097	53.74489693245053	45.91629272390011	146.9897967937133	52.47572462073189	39.83254734834346	63.38146222947211	15.336488753512455	72.09630976582943	139.16663579977958	50.022152562769534	121.06	86.76	57.7	174.518334	80.31	80.52	113.12147	80.6	166.2	120.540328	105.58	92.0	830.0	3200.0	-10.0	820.0
GP	2013-12	51.859175855286736	25.86278489050124	29.098415135710546	23.039015661835858	37.876680227906945	73.01793343971141	50.08269527646208	37.74346026589386	130.38128405334894	44.3850811795228	29.238292033026347	50.587904955721555	2.1604272720315514	89.10457677831627	117.61612286754567	34.46576189859571	133.69	77.68	40.8	74.908727	100.66	122.88	109.57463	78.5	166.1	124.970487	65.82	68.4	500.0	1030.0	1320.0	1180.0
GP	2014-01	43.0277450809582	22.38897072843529	24.634034044311434	4.993317681708724	29.607393318616307	61.03616661280624	45.20245820580621	30.150304122905304	108.91326660629092	34.482493548702436	23.524955756586003	43.784182100555824	4.320621639349193	87.54578567418292	93.4340682845655	33.388388742560025	107.56	58.73	29.7	45.512117	57.92	83.36	108.58265	61.5	160.3	88.839419	70.05	55.5	-500.0	1930.0	1290.0	1120.0
GP	2014-02	38.18401288309015	19.209417416473315	25.749414577622883	1.0683910641142589	28.744148853628317	61.16679857384818	40.3737536552665	28.062086760213347	105.7054597821064	29.821708959843882	20.869912388956724	44.286687215106184	8.244382884589665	90.02190648398656	94.07884596088803	36.30536327970793	27.409	45.04	24.4	14.591538	62.08	90.96	45.34598	64.7	107.6	40.01086	32.81	37.3	1530.0	1970.0	1170.0	1020.0
GP	2014-03	40.94480393841425	22.403572843104616	31.941340808788265	12.58123215210561	37.87583018963094	82.22691706101455	41.84728026567175	34.708852514262034	139.44522763316678	34.96460600045124	26.921487891191145	54.561635328833255	14.521259070424515	108.20460011935938	132.583919175278	48.07177939686272	18.399	44.5	22.8	13.511712	51.41	109.49	41.70867	54.2	145.9	26.196125	46.4	54.7	1580.0	3570.0	1560.0	1210.0
GP	2014-04	37.358372551065344	36.560295992645756	51.98535095712589	39.42117271675899	50.337675441503514	85.76730826562822	41.816881570190695	39.821163641339794	161.5252910564714	35.236564449391366	41.37704325830348	74.8938938977565	50.66973237000254	96.42421750049317	160.0941067508607	81.79905109676824	4.4864	104.1	77.5	-5.098471	104.59	139.05	7.83377	104.8	344.3	-0.454492	108.0	142.6	5430.0	12020.0	2720.0	4530.0
GP	2014-05	28.071294668442317	51.60169631572463	60.125141515900516	68.3451532910986	65.48779235722658	71.47136669101903	45.75035127611697	48.815071548059336	134.952119092783	30.740552685393958	57.86910884681389	75.14501963141412	83.61333755104224	70.01260571953321	138.56567570592335	102.63961392380241	-4.053	86.49	161.0	-2.677382	105.64	94.92	2.68248	86.4	251.1	-6.495345	83.06	141.0	8270.0	9870.0	2110.0	2350.0
GP	2014-06	20.108180955596563	65.41963488634241	51.197408642532366	82.5505933386016	71.8466343452736	48.20468199979236	49.00733343789119	50.51867632138691	88.36551607462354	27.282787152302106	72.05420392774681	58.98279810440345	97.4083666889662	37.32065125702771	88.96452212404108	104.41520287165902	-3.9982	95.06	87.0	26.575189	104.18	43.48	5.48313	90.0	116.7	-7.53804	92.56	70.3	5240.0	7640.0	910.0	1790.0
GP	2014-07	16.608769368333558	69.64413631000401	44.60572344427448	87.3218373836936	70.77155904528945	33.93566040351418	50.977022575477996	48.403877505443134	67.82615640749435	26.478064339115914	72.52721266629877	48.97078500498995	98.19995186959119	17.478765033012458	65.47562464859378	96.34591539824862	-5.8446	93.01	51.2	86.56667	107.31	27.8	43.56626	110.4	74.8	14.505858	83.41	51.1	4400.0	3140.0	290.0	1020.0
GP	2014-08	17.885213028086785	73.55262444190673	46.329266792544146	87.35142364598227	69.44408895975513	32.86481119102284	50.92155255515573	49.63972345543364	70.39560111065731	26.732461961436904	75.0373690499455	48.968259403422735	101.91744919840855	16.111679580060002	70.79251358753694	99.1663373874151	-4.5614	88.94	38.0	92.724269	82.54	28.45	58.30758	74.5	64.9	11.071214	94.57	39.6	3530.0	3990.0	-70.0	720.0
GP	2014-09	28.528792547880727	74.5616557616856	54.57939846161405	85.11718708449851	64.73086884532862	44.06821961234451	49.405916373076245	50.98975982761679	98.59950544797107	33.17347216593056	70.29304927171201	61.109074592349145	100.8841765679328	24.938598605538775	101.85651617568844	99.32695804299996	33.007	101.56	47.8	127.253425	97.7	47.15	71.24047	54.0	53.0	43.439864	112.86	48.9	3350.0	3570.0	160.0	-20.0
GP	2014-10	40.64220574083229	55.97729325572615	53.57999234586402	74.84502226079726	57.51163858503486	63.394615990910545	48.9828237263408	49.605279212912194	136.6523577909477	41.62498754796246	54.73720180619071	68.85641301188753	69.47079807645936	48.07097692407149	137.40571228073225	82.5407548706657	47.455	96.4	61.9	148.188167	83.84	36.04	71.72688	62.1	62.7	57.083642	110.67	71.3	2800.0	3550.0	10.0	230.0
GP	2014-11	49.27839909937616	33.772095157753384	41.719801222382685	48.43358886655379	48.402419183268755	79.78637420228894	48.48498122036864	43.08818535101976	149.65080552403532	45.822811934177224	40.020098884621675	64.05348829023069	29.14403253573899	83.11786874144127	145.5695677007576	60.481017426983854	107.18	97.47	46.8	171.837407	85.23	49.72	110.99869	69.6	90.3	107.850956	99.04	78.9	1460.0	2770.0	-410.0	190.0
GP	2014-12	46.770306249975235	23.835737534804228	30.31142119539833	21.48203450517119	38.49397145222564	75.95130343614775	45.55458084278783	36.61279575550997	131.83252162569556	40.56799442002515	27.56899704551496	51.94287754751939	10.0470823005519	95.09158335888256	122.99707130727998	40.78021338554646	104.48	54.85	40.8	74.624822	41.71	53.2	76.62988	45.4	124.7	80.341171	50.73	84.9	370.0	3400.0	-140.0	870.0
GP	2015-01	39.763772543123096	19.84519619693502	25.873410109816987	4.965688910664078	30.646072788583073	63.30938554598303	41.61353467628442	30.47809706400597	108.64749906317707	32.01125250343351	21.8678683563252	44.58892128763571	6.575892297834281	90.0782307183581	98.78796500031348	34.578391215194486	112.45	47.18	31.5	42.926525	66.03	59.13	110.73165	53.8	98.7	81.953644	44.18	55.8	-980.0	1030.0	950.0	640.0
GP	2015-02	36.89724161639185	17.17916164039863	27.107898908735876	2.8789860088285337	28.08920165776847	60.23212417073148	38.44060399959594	26.83236703599406	104.88642593468468	29.035957305864663	18.885981526667535	44.56126855031163	8.34765227390374	86.68517540233975	93.5894899804805	35.795677313209104	61.81	29.52	24.2	28.060455	36.7	27.69	65.84345	48.4	42.0	54.011401	28.59	32.7	-300.0	1330.0	-740.0	40.0
GP	2015-03	39.16102301361141	20.611005633483806	34.702077807363786	14.824747318845944	35.541909087972655	76.37113124080686	40.02774122110252	32.0620987101732	137.9158945998906	34.04255221932251	22.788337351446096	55.187478004178914	16.71099286622146	97.26966699827618	130.49676279880725	44.00726311200504	21.078	38.68	36.1	10.803074	42.75	100.39	28.98919	30.6	116.1	32.325905	26.92	55.4	1800.0	2630.0	1500.0	910.0
GP	2015-04	36.64006747667321	33.27647813321687	51.95545102954842	39.975907642011194	50.16479170501101	82.99313610295553	40.9427060917389	38.63652012568129	159.75723720935378	34.73997402430213	37.36277408175013	73.53188557837017	47.34822158392369	93.31797714619736	157.91955221189443	76.31076913805128	10.213	54.17	77.8	2.39162	74.01	105.05	6.87162	74.4	246.2	10.76657	63.3	99.9	3750.0	7360.0	1990.0	2660.0
